kecamata,year,month,NDVI,NDWI,elevation,slope,kepadatan,rainfall,TEXTURE_USDA,DRAINAGE,AWC,GFI,cluster,cluster_sil
Cimahi Utara,2023,7,0.378596185,-0.397146812,826.1275708,6.073988778,12102,55.5,5,3,156.1034483,0.85551765,2,1
Cimahi Selatan,2023,7,0.311379976,-0.336232849,722.0581007,4.998951156,13806,55.5,5,2,163.0,1.511110965,2,0
Panyileukan,2023,8,0.315649476,-0.338424601,676.2061013,1.999909341,8153,30.0,5,1,163.0,2.451522709,2,0
Cinambo,2023,8,0.297785027,-0.313303116,676.3132038,2.013278454,7126,30.0,5,1,163.0,2.596060012,2,0
Ujungberung,2023,8,0.352710646,-0.384341696,744.0672204,6.691497491,14540,30.0,5,3,155.0,1.26793346,2,0
Gedebage,2023,8,0.389886089,-0.397883708,665.1202848,1.068353522,4530,30.0,5,2,163.0,3.507374544,2,0
Mandalajati,2023,8,0.330023226,-0.356404186,730.6353977,7.245588901,11398,30.0,5,1,162.5573123,0.801084806,2,0
Coblong,2023,8,0.309521138,-0.335273504,784.0885513,6.116696021,15901,30.0,5,3,155.0,0.698000447,2,0
Babakan Ciparay,2023,8,0.194866255,-0.250369812,689.1033356,1.914559739,19694,30.0,5,1,162.3065835,1.902719225,1,0
Sukasari,2023,8,0.295143864,-0.321350481,881.3943057,4.900048569,12484,30.0,5,3,155.0,0.198286868,2,1
Cicendo,2023,8,0.264818977,-0.307992825,738.8740769,2.863867129,14180,30.0,5,2,158.3185753,1.865312507,2,0
Sukajadi,2023,8,0.24749199,-0.296477208,775.7825143,4.032984661,24216,30.0,5,3,155.0,1.385216523,2,0
Bojongloa Kaler,2023,8,0.139271369,-0.215908439,700.0348398,1.990692884,41501,30.0,5,1,162.9882745,1.88170844,1,0
Andir,2023,8,0.174729055,-0.235616364,726.0421423,2.325952286,26760,30.0,5,1,161.6402883,1.861181498,1,0
Cidadap,2023,8,0.436253587,-0.421667529,891.4066614,10.61846979,9108,30.0,5,3,155.0,0.61148618,3,1
Bandung Wetan,2023,8,0.29675076,-0.322785351,724.5543936,3.765866518,8628,30.0,5,3,156.1146189,1.514404466,2,0
Astana Anyar,2023,8,0.15121643,-0.218014878,695.6802372,2.135307616,25563,30.0,5,1,163.0,3.165426102,1,0
Lengkong,2023,8,0.214124742,-0.271630136,689.3803818,2.119958366,12174,30.0,5,1,161.9383042,2.281639281,2,0
Cibeunying Kidul,2023,8,0.190601678,-0.248297434,706.0380102,3.178331003,21862,30.0,5,2,159.1688711,2.546847523,1,0
Regol,2023,8,0.216183773,-0.268191694,688.9671317,2.237785641,18941,30.0,5,1,163.0,2.25671352,1,0
Batununggal,2023,8,0.202767605,-0.259881295,685.9084183,2.227793946,24339,30.0,5,1,162.8969978,3.150846688,1,0
Bojongloa Kidul,2023,8,0.196764984,-0.249892454,681.6153792,2.036778943,14278,30.0,5,1,162.1282841,2.49477235,1,0
Cibeunying Kaler,2023,8,0.299079931,-0.334441238,751.8594681,5.307763192,15926,30.0,5,3,155.0107456,1.144879944,2,0
Bandung Kulon,2023,8,0.197085577,-0.258798584,697.3418989,1.934010508,21397,30.0,5,1,163.0,2.249385761,1,0
Kiaracondong,2023,8,0.247264656,-0.293909529,683.5589248,2.092904293,21619,30.0,5,1,162.7993846,2.785807711,1,0
Sumur Bandung,2023,8,0.246661196,-0.286297266,708.1226705,3.45149773,11671,30.0,5,2,158.9264258,1.736807225,2,0
Antapani,2023,8,0.20716884,-0.273074293,681.8471192,1.499127962,21539,30.0,5,1,162.7975068,3.310198187,1,0
Bandung Kidul,2023,8,0.277318497,-0.305718828,673.9305069,1.990096966,10306,30.0,5,1,163.0,2.842583167,2,0
Arcamanik,2023,8,0.290939061,-0.328151269,679.9746058,1.818508368,14043,30.0,5,1,162.8890335,2.812108317,2,0
Cibiru,2023,8,0.419871281,-0.43958015,785.35146,7.465623757,12370,30.0,5,3,155.0,0.342744574,2,1
Buahbatu,2023,8,0.248700344,-0.293375234,672.589028,1.602151276,13472,30.0,5,1,163.0,2.972142212,2,0
Rancasari,2023,8,0.279221317,-0.31709879,668.239889,1.309723213,12071,30.0,5,1,163.0,3.152664359,2,0
Rancabali,2023,8,0.627768518,-0.552380135,1547.445406,16.43354319,348,29.7,6,3,121.2520915,-0.296879501,3,1
Kutawaringin,2023,8,0.593254578,-0.561817262,820.8765728,15.10492506,2232,29.7,5,3,155.8253243,0.23853883,3,1
Cangkuang,2023,8,0.552060754,-0.517235501,804.5197597,10.22103605,3409,29.7,5,3,159.3623188,0.79796976,3,1
Cimenyan,2023,8,0.550224416,-0.516780655,1058.769664,16.23277584,2189,29.7,5,3,155.1276662,-0.255179572,3,1
Cilengkrang,2023,8,0.679812386,-0.618140765,1267.992707,18.34791468,1945,29.7,5,3,155.660599,-0.664309804,3,1
Cileunyi,2023,8,0.482263451,-0.475420924,776.1531196,6.515332993,6102,29.7,5,2,159.3735294,1.625476147,2,0
Bojongsoang,2023,8,0.48563683,-0.44661444,662.4780609,1.035662016,4124,29.7,5,2,162.631412,3.790968509,2,0
Margahayu,2023,8,0.324236028,-0.358148663,665.8208893,2.194574958,11442,29.7,5,2,159.3303352,3.157977982,2,0
Cimaung,2023,8,0.590828691,-0.538320873,1221.676512,16.68690433,1625,29.7,5,3,162.0,-0.36656558,3,1
Pangalengan,2023,8,0.671927339,-0.612868725,1543.804092,15.21209008,805,29.7,6,3,126.6266303,-0.131864104,3,1
Arjasari,2023,8,0.610981355,-0.576543142,979.3344179,13.42380568,1680,29.7,5,3,159.0151506,0.137084124,3,1
Margaasih,2023,8,0.340628409,-0.3603941,681.4573232,3.861005696,8267,29.7,5,2,162.9259882,2.112364882,2,0
Banjaran,2023,8,0.513906678,-0.483261365,948.4412612,11.16871853,3180,29.7,5,3,160.4325031,0.505964598,3,1
Pameungpeuk,2023,8,0.449017465,-0.440052316,673.561656,3.690267493,6067,29.7,5,3,155.0,2.68350985,2,0
Katapang,2023,8,0.351952644,-0.369169266,665.717404,1.871496486,8664,29.7,5,3,155.0076653,2.961533707,2,0
Dayeuhkolot,2023,8,0.280324858,-0.306240003,665.4068291,2.29183804,9601,29.7,5,1,163.0,2.857472714,2,0
Rancaekek,2023,8,0.533176262,-0.500989325,666.9046874,0.897680321,4192,29.7,5,2,158.475683,3.465676392,2,0
Ciparay,2023,8,0.626908332,-0.579556827,808.3387506,7.179002185,3845,29.7,5,3,158.7873709,1.44275617,3,1
Nagreg,2023,8,0.536750504,-0.548380356,948.1701832,14.57481224,1233,29.7,5,3,161.989519,-0.334078354,3,1
Cikancung,2023,8,0.544093735,-0.543944091,859.7409318,9.938946553,2488,29.7,5,3,161.7498766,0.605460607,3,1
Cicalengka,2023,8,0.582991787,-0.562503704,910.5325365,11.93582785,3473,29.7,5,3,161.6721118,0.322039045,3,1
Ciwidey,2023,8,0.598629805,-0.554691504,1311.158545,15.55016913,1855,29.7,5,3,162.0,-0.088959935,3,1
Soreang,2023,8,0.493028133,-0.486304937,825.8017692,10.10348001,4680,29.7,5,3,157.4370907,0.40002523,3,1
Pasirjambu,2023,8,0.604263084,-0.53630647,1541.774459,18.43841422,391,29.7,6,3,138.3243264,-0.537663711,3,1
Kertasari,2023,8,0.7032221,-0.655835815,1749.638028,14.28415806,475,29.7,7,3,170.4975302,-0.142942229,3,1
Baleendah,2023,8,0.469537423,-0.465997986,711.1165148,7.590577608,6598,29.7,5,2,156.0325488,1.811834172,2,0
Pacet,2023,8,0.645087614,-0.60280489,1309.575852,17.96872487,1287,29.7,7,3,168.1317172,-0.442023681,3,1
Paseh,2023,8,0.597188463,-0.569192483,962.1928731,12.00924684,2745,29.7,5,3,162.1861795,0.330842705,3,1
Ibun,2023,8,0.600226531,-0.560631009,1180.999011,14.76833386,1644,29.7,6,3,166.5429231,-0.041591152,3,1
Majalaya,2023,8,0.428057172,-0.433450228,698.3982512,2.917364224,6369,29.7,5,3,159.8874215,1.975385542,2,0
Solokanjeruk,2023,8,0.588484205,-0.540746569,665.3706659,1.055151236,3698,29.7,5,3,156.8463639,3.315098818,2,0
Padalarang,2023,8,0.33261231,-0.319392029,697.1146079,10.22163823,3636,29.7,7,2,152.4804935,0.747319707,2,1
Batujajar,2023,8,0.344197128,-0.359138538,667.007808,5.239674837,3652,29.7,5,2,163.0,1.849645437,2,0
Ngamprah,2023,8,0.377785587,-0.374917899,800.7892414,9.812084586,5142,29.7,5,3,154.4905468,0.371906466,3,1
Cipatat,2023,8,0.508825405,-0.455891458,483.9717026,14.12830049,1155,29.7,10,3,137.201717,-0.050166744,3,1
Lembang,2023,8,0.550113875,-0.497565583,1335.618089,15.78934938,2069,29.7,8,3,170.3204533,-0.186004527,3,1
Cikalongwetan,2023,8,0.387191071,-0.336593972,666.8928851,13.71797856,1200,29.7,10,3,137.1851538,0.044290387,3,1
Cipeundeuy,2023,8,0.504802757,-0.426357083,300.6631486,9.321471886,894,29.7,9,3,139.6739791,1.438921013,3,1
Parongpong,2023,8,0.380649943,-0.35291541,1356.264006,12.97401048,2592,29.7,8,3,169.523386,0.093746221,3,1
Cisarua,2023,8,0.312198633,-0.280249245,1159.854908,16.12948233,1479,29.7,8,3,158.7680324,-0.391662008,3,1
Cililin,2023,8,0.496229821,-0.450448693,818.2831475,14.58869904,1277,29.7,7,3,151.5068756,0.630228578,3,1
Cipongkor,2023,8,0.589304977,-0.542461372,760.8617968,14.28102385,1309,29.7,9,3,139.7221784,0.259083466,3,1
Cihampelas,2023,8,0.402874978,-0.394519326,694.6112176,7.667304875,3009,29.7,5,2,161.1981874,1.498792676,2,0
Gununghalu,2023,8,0.646960775,-0.582359448,1182.734537,17.40246453,526,29.7,9,3,142.9971801,-0.260074635,3,1
Saguling,2023,8,0.446228803,-0.428088031,699.4828369,11.37622152,691,29.7,7,2,154.7144001,0.576712609,3,1
Rongga,2023,8,0.697470056,-0.627737154,881.801568,18.34244518,559,29.7,10,3,137.0,-0.220945714,3,1
Sindangkerta,2023,8,0.657066791,-0.599978568,1068.361648,16.65485706,721,29.7,7,3,152.6212376,-0.250586197,3,1
Cimahi Tengah,2023,8,0.27239012,-0.328484247,743.7058764,3.11047744,15071,26.7,5,1,163.0,1.778115737,2,0
Cimahi Utara,2023,8,0.325087324,-0.360039435,826.1275708,6.073988778,12102,26.7,5,3,156.1034483,0.85551765,2,0
Cimahi Selatan,2023,8,0.28627876,-0.327563814,722.0581007,4.998951156,13806,26.7,5,2,163.0,1.511110965,2,0
Panyileukan,2023,9,0.28851341,-0.328290757,676.2061013,1.999909341,8153,18.0,5,1,163.0,2.451522709,2,0
Cinambo,2023,9,0.295404915,-0.32259418,676.3132038,2.013278454,7126,18.0,5,1,163.0,2.596060012,2,0
Ujungberung,2023,9,0.324943315,-0.376052774,744.0672204,6.691497491,14540,18.0,5,3,155.0,1.26793346,2,0
Gedebage,2023,9,0.338980298,-0.374681271,665.1202848,1.068353522,4530,18.0,5,2,163.0,3.507374544,2,0
Mandalajati,2023,9,0.31199607,-0.360756678,730.6353977,7.245588901,11398,18.0,5,1,162.5573123,0.801084806,2,0
Coblong,2023,9,0.30494715,-0.341689927,784.0885513,6.116696021,15901,18.0,5,3,155.0,0.698000447,2,0
Babakan Ciparay,2023,9,0.175353411,-0.236599117,689.1033356,1.914559739,19694,18.0,5,1,162.3065835,1.902719225,1,0
Sukasari,2023,9,0.294114086,-0.334964457,881.3943057,4.900048569,12484,18.0,5,3,155.0,0.198286868,2,1
Cicendo,2023,9,0.23543151,-0.290364541,738.8740769,2.863867129,14180,18.0,5,2,158.3185753,1.865312507,2,0
Sukajadi,2023,9,0.228615389,-0.283351645,775.7825143,4.032984661,24216,18.0,5,3,155.0,1.385216523,2,0
Bojongloa Kaler,2023,9,0.131187213,-0.21124298,700.0348398,1.990692884,41501,18.0,5,1,162.9882745,1.88170844,1,0
Andir,2023,9,0.161359463,-0.226149032,726.0421423,2.325952286,26760,18.0,5,1,161.6402883,1.861181498,1,0
Cidadap,2023,9,0.440344198,-0.446998986,891.4066614,10.61846979,9108,18.0,5,3,155.0,0.61148618,3,1
Bandung Wetan,2023,9,0.292962679,-0.329249511,724.5543936,3.765866518,8628,18.0,5,3,156.1146189,1.514404466,2,0
Astana Anyar,2023,9,0.141832802,-0.211821365,695.6802372,2.135307616,25563,18.0,5,1,163.0,3.165426102,1,0
Lengkong,2023,9,0.209781648,-0.275913666,689.3803818,2.119958366,12174,18.0,5,1,161.9383042,2.281639281,2,0
Cibeunying Kidul,2023,9,0.199147695,-0.273459937,706.0380102,3.178331003,21862,18.0,5,2,159.1688711,2.546847523,2,0
Regol,2023,9,0.202605313,-0.258029672,688.9671317,2.237785641,18941,18.0,5,1,163.0,2.25671352,1,0
Batununggal,2023,9,0.200189487,-0.268975241,685.9084183,2.227793946,24339,18.0,5,1,162.8969978,3.150846688,1,0
Bojongloa Kidul,2023,9,0.178761255,-0.237906143,681.6153792,2.036778943,14278,18.0,5,1,162.1282841,2.49477235,1,0
Cibeunying Kaler,2023,9,0.297626145,-0.345898762,751.8594681,5.307763192,15926,18.0,5,3,155.0107456,1.144879944,2,0
Bandung Kulon,2023,9,0.180241601,-0.245145665,697.3418989,1.934010508,21397,18.0,5,1,163.0,2.249385761,1,0
Kiaracondong,2023,9,0.238250763,-0.298429305,683.5589248,2.092904293,21619,18.0,5,1,162.7993846,2.785807711,1,0
Sumur Bandung,2023,9,0.23450311,-0.281831287,708.1226705,3.45149773,11671,18.0,5,2,158.9264258,1.736807225,2,0
Antapani,2023,9,0.204338116,-0.281816767,681.8471192,1.499127962,21539,18.0,5,1,162.7975068,3.310198187,1,0
Bandung Kidul,2023,9,0.268525082,-0.312596656,673.9305069,1.990096966,10306,18.0,5,1,163.0,2.842583167,2,0
Arcamanik,2023,9,0.278062451,-0.330955516,679.9746058,1.818508368,14043,18.0,5,1,162.8890335,2.812108317,2,0
Cibiru,2023,9,0.378780008,-0.421418584,785.35146,7.465623757,12370,18.0,5,3,155.0,0.342744574,2,1
Buahbatu,2023,9,0.241278246,-0.294549034,672.589028,1.602151276,13472,18.0,5,1,163.0,2.972142212,2,0
Rancasari,2023,9,0.288875612,-0.33425911,668.239889,1.309723213,12071,18.0,5,1,163.0,3.152664359,2,0
Rancabali,2023,9,0.74994605,-0.67181722,1547.445406,16.43354319,348,18.2,6,3,121.2520915,-0.296879501,3,1
Kutawaringin,2023,9,0.563173534,-0.550678226,820.8765728,15.10492506,2232,18.2,5,3,155.8253243,0.23853883,3,1
Cangkuang,2023,9,0.51679609,-0.511812018,804.5197597,10.22103605,3409,18.2,5,3,159.3623188,0.79796976,3,1
Cimenyan,2023,9,0.526035915,-0.52712682,1058.769664,16.23277584,2189,18.2,5,3,155.1276662,-0.255179572,3,1
Cilengkrang,2023,9,0.643365419,-0.604101801,1267.992707,18.34791468,1945,18.2,5,3,155.660599,-0.664309804,3,1
Cileunyi,2023,9,0.424935862,-0.449211472,776.1531196,6.515332993,6102,18.2,5,2,159.3735294,1.625476147,2,0
Bojongsoang,2023,9,0.508914339,-0.484744714,662.4780609,1.035662016,4124,18.2,5,2,162.631412,3.790968509,2,0
Margahayu,2023,9,0.278175119,-0.328948238,665.8208893,2.194574958,11442,18.2,5,2,159.3303352,3.157977982,2,0
Cimaung,2023,9,0.612996058,-0.583165369,1221.676512,16.68690433,1625,18.2,5,3,162.0,-0.36656558,3,1
Pangalengan,2023,9,0.662305221,-0.619580671,1543.804092,15.21209008,805,18.2,6,3,126.6266303,-0.131864104,3,1
Arjasari,2023,9,0.527586641,-0.532803093,979.3344179,13.42380568,1680,18.2,5,3,159.0151506,0.137084124,3,1
Margaasih,2023,9,0.31209109,-0.33959539,681.4573232,3.861005696,8267,18.2,5,2,162.9259882,2.112364882,2,0
Banjaran,2023,9,0.513348857,-0.507467183,948.4412612,11.16871853,3180,18.2,5,3,160.4325031,0.505964598,3,1
Pameungpeuk,2023,9,0.372975453,-0.395771889,673.561656,3.690267493,6067,18.2,5,3,155.0,2.68350985,2,0
Katapang,2023,9,0.352987136,-0.37863064,665.717404,1.871496486,8664,18.2,5,3,155.0076653,2.961533707,2,0
Dayeuhkolot,2023,9,0.258911815,-0.296084705,665.4068291,2.29183804,9601,18.2,5,1,163.0,2.857472714,2,0
Rancaekek,2023,9,0.476089617,-0.479820156,666.9046874,0.897680321,4192,18.2,5,2,158.475683,3.465676392,2,0
Ciparay,2023,9,0.478726655,-0.492968418,808.3387506,7.179002185,3845,18.2,5,3,158.7873709,1.44275617,2,1
Nagreg,2023,9,0.460513752,-0.507093498,948.1701832,14.57481224,1233,18.2,5,3,161.989519,-0.334078354,3,1
Cikancung,2023,9,0.43178949,-0.480399143,859.7409318,9.938946553,2488,18.2,5,3,161.7498766,0.605460607,3,1
Cicalengka,2023,9,0.499732766,-0.516852982,910.5325365,11.93582785,3473,18.2,5,3,161.6721118,0.322039045,3,1
Ciwidey,2023,9,0.65295688,-0.615783938,1311.158545,15.55016913,1855,18.2,5,3,162.0,-0.088959935,3,1
Soreang,2023,9,0.473509354,-0.487545798,825.8017692,10.10348001,4680,18.2,5,3,157.4370907,0.40002523,3,1
Pasirjambu,2023,9,0.741193077,-0.666828551,1541.774459,18.43841422,391,18.2,6,3,138.3243264,-0.537663711,3,1
Kertasari,2023,9,0.643165232,-0.61809008,1749.638028,14.28415806,475,18.2,7,3,170.4975302,-0.142942229,3,1
Baleendah,2023,9,0.388579149,-0.421465538,711.1165148,7.590577608,6598,18.2,5,2,156.0325488,1.811834172,2,0
Pacet,2023,9,0.602145738,-0.587822515,1309.575852,17.96872487,1287,18.2,7,3,168.1317172,-0.442023681,3,1
Paseh,2023,9,0.528080538,-0.534548765,962.1928731,12.00924684,2745,18.2,5,3,162.1861795,0.330842705,3,1
Ibun,2023,9,0.588649689,-0.573792236,1180.999011,14.76833386,1644,18.2,6,3,166.5429231,-0.041591152,3,1
Majalaya,2023,9,0.372567953,-0.402567259,698.3982512,2.917364224,6369,18.2,5,3,159.8874215,1.975385542,2,0
Solokanjeruk,2023,9,0.458881723,-0.469106989,665.3706659,1.055151236,3698,18.2,5,3,156.8463639,3.315098818,2,0
Padalarang,2023,9,0.391676461,-0.413076993,697.1146079,10.22163823,3636,18.2,7,2,152.4804935,0.747319707,3,1
Batujajar,2023,9,0.31860326,-0.355214431,667.007808,5.239674837,3652,18.2,5,2,163.0,1.849645437,2,0
Ngamprah,2023,9,0.395266446,-0.429777371,800.7892414,9.812084586,5142,18.2,5,3,154.4905468,0.371906466,3,1
Cipatat,2023,9,0.506629777,-0.487611559,483.9717026,14.12830049,1155,18.2,10,3,137.201717,-0.050166744,3,1
Lembang,2023,9,0.607648005,-0.566494492,1335.618089,15.78934938,2069,18.2,8,3,170.3204533,-0.186004527,3,1
Cikalongwetan,2023,9,0.516747125,-0.485119991,666.8928851,13.71797856,1200,18.2,10,3,137.1851538,0.044290387,3,1
Cipeundeuy,2023,9,0.504470966,-0.445942081,300.6631486,9.321471886,894,18.2,9,3,139.6739791,1.438921013,3,1
Parongpong,2023,9,0.565213739,-0.537534324,1356.264006,12.97401048,2592,18.2,8,3,169.523386,0.093746221,3,1
Cisarua,2023,9,0.499109608,-0.490916724,1159.854908,16.12948233,1479,18.2,8,3,158.7680324,-0.391662008,3,1
Cililin,2023,9,0.509056801,-0.48518062,818.2831475,14.58869904,1277,18.2,7,3,151.5068756,0.630228578,3,1
Cipongkor,2023,9,0.554736458,-0.537096237,760.8617968,14.28102385,1309,18.2,9,3,139.7221784,0.259083466,3,1
Cihampelas,2023,9,0.372602548,-0.391097381,694.6112176,7.667304875,3009,18.2,5,2,161.1981874,1.498792676,2,0
Gununghalu,2023,9,0.68114993,-0.627856752,1182.734537,17.40246453,526,18.2,9,3,142.9971801,-0.260074635,3,1
Saguling,2023,9,0.409432097,-0.426611414,699.4828369,11.37622152,691,18.2,7,2,154.7144001,0.576712609,3,1
Rongga,2023,9,0.651983249,-0.606676666,881.801568,18.34244518,559,18.2,10,3,137.0,-0.220945714,3,1
Sindangkerta,2023,9,0.670673148,-0.625021588,1068.361648,16.65485706,721,18.2,7,3,152.6212376,-0.250586197,3,1
Cimahi Tengah,2023,9,0.244089859,-0.306876906,743.7058764,3.11047744,15071,16.8,5,1,163.0,1.778115737,2,0
Cimahi Utara,2023,9,0.302166544,-0.358460335,826.1275708,6.073988778,12102,16.8,5,3,156.1034483,0.85551765,2,0
Cimahi Selatan,2023,9,0.250443293,-0.302102931,722.0581007,4.998951156,13806,16.8,5,2,163.0,1.511110965,2,0
Panyileukan,2023,10,0.243032618,-0.295814795,676.2061013,1.999909341,8153,62.0,5,1,163.0,2.451522709,2,0
Cinambo,2023,10,0.29001098,-0.323557694,676.3132038,2.013278454,7126,62.0,5,1,163.0,2.596060012,2,0
Ujungberung,2023,10,0.289212554,-0.357926073,744.0672204,6.691497491,14540,62.0,5,3,155.0,1.26793346,2,0
Gedebage,2023,10,0.28463103,-0.337890375,665.1202848,1.068353522,4530,62.0,5,2,163.0,3.507374544,2,0
Mandalajati,2023,10,0.281605396,-0.339587369,730.6353977,7.245588901,11398,62.0,5,1,162.5573123,0.801084806,2,0
Coblong,2023,10,0.294224115,-0.336503939,784.0885513,6.116696021,15901,62.0,5,3,155.0,0.698000447,2,0
Babakan Ciparay,2023,10,0.175066373,-0.244531968,689.1033356,1.914559739,19694,62.0,5,1,162.3065835,1.902719225,1,0
Sukasari,2023,10,0.281932831,-0.326413147,881.3943057,4.900048569,12484,62.0,5,3,155.0,0.198286868,2,1
Cicendo,2023,10,0.232053254,-0.291417398,738.8740769,2.863867129,14180,62.0,5,2,158.3185753,1.865312507,2,0
Sukajadi,2023,10,0.223181974,-0.285326937,775.7825143,4.032984661,24216,62.0,5,3,155.0,1.385216523,2,0
Bojongloa Kaler,2023,10,0.129828108,-0.217640755,700.0348398,1.990692884,41501,62.0,5,1,162.9882745,1.88170844,1,0
Andir,2023,10,0.16240312,-0.234708395,726.0421423,2.325952286,26760,62.0,5,1,161.6402883,1.861181498,1,0
Cidadap,2023,10,0.406271926,-0.424734482,891.4066614,10.61846979,9108,62.0,5,3,155.0,0.61148618,3,1
Bandung Wetan,2023,10,0.292868903,-0.331592516,724.5543936,3.765866518,8628,62.0,5,3,156.1146189,1.514404466,2,0
Astana Anyar,2023,10,0.142355289,-0.21983172,695.6802372,2.135307616,25563,62.0,5,1,163.0,3.165426102,1,0
Lengkong,2023,10,0.215120886,-0.285039225,689.3803818,2.119958366,12174,62.0,5,1,161.9383042,2.281639281,2,0
Cibeunying Kidul,2023,10,0.186552281,-0.266431698,706.0380102,3.178331003,21862,62.0,5,2,159.1688711,2.546847523,1,0
Regol,2023,10,0.208604692,-0.270156305,688.9671317,2.237785641,18941,62.0,5,1,163.0,2.25671352,1,0
Batununggal,2023,10,0.189038798,-0.265432352,685.9084183,2.227793946,24339,62.0,5,1,162.8969978,3.150846688,1,0
Bojongloa Kidul,2023,10,0.178567668,-0.246475256,681.6153792,2.036778943,14278,62.0,5,1,162.1282841,2.49477235,1,0
Cibeunying Kaler,2023,10,0.279862612,-0.335337748,751.8594681,5.307763192,15926,62.0,5,3,155.0107456,1.144879944,2,0
Bandung Kulon,2023,10,0.182586827,-0.253309997,697.3418989,1.934010508,21397,62.0,5,1,163.0,2.249385761,1,0
Kiaracondong,2023,10,0.221776945,-0.288355634,683.5589248,2.092904293,21619,62.0,5,1,162.7993846,2.785807711,1,0
Sumur Bandung,2023,10,0.240758685,-0.291903003,708.1226705,3.45149773,11671,62.0,5,2,158.9264258,1.736807225,2,0
Antapani,2023,10,0.191065494,-0.273457093,681.8471192,1.499127962,21539,62.0,5,1,162.7975068,3.310198187,1,0
Bandung Kidul,2023,10,0.254015491,-0.305996855,673.9305069,1.990096966,10306,62.0,5,1,163.0,2.842583167,2,0
Arcamanik,2023,10,0.255255141,-0.318117961,679.9746058,1.818508368,14043,62.0,5,1,162.8890335,2.812108317,2,0
Cibiru,2023,10,0.335161458,-0.394720015,785.35146,7.465623757,12370,62.0,5,3,155.0,0.342744574,2,1
Buahbatu,2023,10,0.22240999,-0.283311652,672.589028,1.602151276,13472,62.0,5,1,163.0,2.972142212,1,0
Rancasari,2023,10,0.266006586,-0.321486235,668.239889,1.309723213,12071,62.0,5,1,163.0,3.152664359,2,0
Rancabali,2023,10,0.615028555,-0.535550968,1547.445406,16.43354319,348,62.2,6,3,121.2520915,-0.296879501,3,1
Kutawaringin,2023,10,0.533572842,-0.529824852,820.8765728,15.10492506,2232,62.2,5,3,155.8253243,0.23853883,3,1
Cangkuang,2023,10,0.440379057,-0.451595893,804.5197597,10.22103605,3409,62.2,5,3,159.3623188,0.79796976,3,1
Cimenyan,2023,10,0.473781239,-0.493930275,1058.769664,16.23277584,2189,62.2,5,3,155.1276662,-0.255179572,3,1
Cilengkrang,2023,10,0.579582319,-0.566672799,1267.992707,18.34791468,1945,62.2,5,3,155.660599,-0.664309804,3,1
Cileunyi,2023,10,0.346055035,-0.396639733,776.1531196,6.515332993,6102,62.2,5,2,159.3735294,1.625476147,2,0
Bojongsoang,2023,10,0.39396856,-0.410969343,662.4780609,1.035662016,4124,62.2,5,2,162.631412,3.790968509,2,0
Margahayu,2023,10,0.263628026,-0.328671542,665.8208893,2.194574958,11442,62.2,5,2,159.3303352,3.157977982,2,0
Cimaung,2023,10,0.532624053,-0.512859405,1221.676512,16.68690433,1625,62.2,5,3,162.0,-0.36656558,3,1
Pangalengan,2023,10,0.604850398,-0.569833754,1543.804092,15.21209008,805,62.2,6,3,126.6266303,-0.131864104,3,1
Arjasari,2023,10,0.462236591,-0.486174794,979.3344179,13.42380568,1680,62.2,5,3,159.0151506,0.137084124,3,1
Margaasih,2023,10,0.342625886,-0.370806372,681.4573232,3.861005696,8267,62.2,5,2,162.9259882,2.112364882,2,0
Banjaran,2023,10,0.456152857,-0.465718008,948.4412612,11.16871853,3180,62.2,5,3,160.4325031,0.505964598,3,1
Pameungpeuk,2023,10,0.332690901,-0.365015945,673.561656,3.690267493,6067,62.2,5,3,155.0,2.68350985,2,0
Katapang,2023,10,0.323342572,-0.361648616,665.717404,1.871496486,8664,62.2,5,3,155.0076653,2.961533707,2,0
Dayeuhkolot,2023,10,0.243127388,-0.292333035,665.4068291,2.29183804,9601,62.2,5,1,163.0,2.857472714,2,0
Rancaekek,2023,10,0.324192505,-0.385447331,666.9046874,0.897680321,4192,62.2,5,2,158.475683,3.465676392,2,0
Ciparay,2023,10,0.364946402,-0.418721396,808.3387506,7.179002185,3845,62.2,5,3,158.7873709,1.44275617,2,1
Nagreg,2023,10,0.406272575,-0.473476544,948.1701832,14.57481224,1233,62.2,5,3,161.989519,-0.334078354,3,1
Cikancung,2023,10,0.346439932,-0.418491324,859.7409318,9.938946553,2488,62.2,5,3,161.7498766,0.605460607,3,1
Cicalengka,2023,10,0.416647255,-0.456807609,910.5325365,11.93582785,3473,62.2,5,3,161.6721118,0.322039045,3,1
Ciwidey,2023,10,0.634459078,-0.599727223,1311.158545,15.55016913,1855,62.2,5,3,162.0,-0.088959935,3,1
Soreang,2023,10,0.420874234,-0.446553217,825.8017692,10.10348001,4680,62.2,5,3,157.4370907,0.40002523,3,1
Pasirjambu,2023,10,0.655321945,-0.58536157,1541.774459,18.43841422,391,62.2,6,3,138.3243264,-0.537663711,3,1
Kertasari,2023,10,0.578974495,-0.568381788,1749.638028,14.28415806,475,62.2,7,3,170.4975302,-0.142942229,3,1
Baleendah,2023,10,0.32617579,-0.380573741,711.1165148,7.590577608,6598,62.2,5,2,156.0325488,1.811834172,2,0
Pacet,2023,10,0.535881105,-0.537131612,1309.575852,17.96872487,1287,62.2,7,3,168.1317172,-0.442023681,3,1
