kecamata,year,month,NDVI,NDWI,elevation,slope,kepadatan,rainfall,TEXTURE_USDA,DRAINAGE,AWC,GFI,cluster,cluster_sil
Solokanjeruk,2022,3,0.260184171,-0.217378084,665.3706659,1.055151236,3652,238.9,5,3,156.8463639,3.315098818,2,0
Padalarang,2022,3,0.254073593,-0.213575093,697.1146079,10.22163823,3592,238.9,7,2,152.4804935,0.747319707,0,1
Batujajar,2022,3,0.160342029,-0.129120441,667.007808,5.239674837,3587,238.9,5,2,163.0,1.849645437,1,0
Ngamprah,2022,3,0.227423926,-0.194236449,800.7892414,9.812084586,5085,238.9,5,3,154.4905468,0.371906466,0,1
Cipatat,2022,3,0.37613453,-0.314662564,483.9717026,14.12830049,1141,238.9,10,3,137.201717,-0.050166744,0,1
Lembang,2022,3,0.159748514,-0.120402691,1335.618089,15.78934938,2049,238.9,8,3,170.3204533,-0.186004527,0,1
Cikalongwetan,2022,3,0.338779002,-0.283368244,666.8928851,13.71797856,1184,238.9,10,3,137.1851538,0.044290387,0,1
Cipeundeuy,2022,3,0.264894389,-0.210989677,300.6631486,9.321471886,882,238.9,9,3,139.6739791,1.438921013,0,1
Parongpong,2022,3,0.188716835,-0.149975592,1356.264006,12.97401048,2562,238.9,8,3,169.523386,0.093746221,0,1
Cisarua,2022,3,0.221398246,-0.178464769,1159.854908,16.12948233,1459,238.9,8,3,158.7680324,-0.391662008,0,1
Cililin,2022,3,0.390915115,-0.33869303,818.2831475,14.58869904,1259,238.9,7,3,151.5068756,0.630228578,3,1
Cipongkor,2022,3,0.361466,-0.314446913,760.8617968,14.28102385,1287,238.9,9,3,139.7221784,0.259083466,0,1
Cihampelas,2022,3,0.217048411,-0.180982842,694.6112176,7.667304875,2942,238.9,5,2,161.1981874,1.498792676,2,0
Gununghalu,2022,3,0.237521669,-0.204548736,1182.734537,17.40246453,520,238.9,9,3,142.9971801,-0.260074635,0,1
Saguling,2022,3,0.287996623,-0.241388369,699.4828369,11.37622152,678,238.9,7,2,154.7144001,0.576712609,0,1
Rongga,2022,3,0.380451497,-0.334002627,881.801568,18.34244518,552,238.9,10,3,137.0,-0.220945714,0,1
Sindangkerta,2022,3,0.318419928,-0.280550598,1068.361648,16.65485706,710,238.9,7,3,152.6212376,-0.250586197,0,1
Cimahi Tengah,2022,3,0.060566863,-0.044222642,743.7058764,3.11047744,14848,251.0,5,1,163.0,1.778115737,1,0
Cimahi Utara,2022,3,0.111452328,-0.09442743,826.1275708,6.073988778,11882,251.0,5,3,156.1034483,0.85551765,0,0
Cimahi Selatan,2022,3,0.07135781,-0.056251706,722.0581007,4.998951156,13608,251.0,5,2,163.0,1.511110965,1,0
Panyileukan,2022,4,0.240510393,-0.248352171,676.2061013,1.999909341,8043,336.2,5,1,163.0,2.451522709,1,0
Cinambo,2022,4,0.265592715,-0.264998102,676.3132038,2.013278454,7019,336.2,5,1,163.0,2.596060012,1,0
Ujungberung,2022,4,0.312634765,-0.322915001,744.0672204,6.691497491,14294,336.2,5,3,155.0,1.26793346,2,0
Gedebage,2022,4,0.300165165,-0.300718204,665.1202848,1.068353522,4441,336.2,5,2,163.0,3.507374544,1,0
Mandalajati,2022,4,0.314409902,-0.318588137,730.6353977,7.245588901,11188,336.2,5,1,162.5573123,0.801084806,2,0
Coblong,2022,4,0.29556933,-0.320204676,784.0885513,6.116696021,15786,336.2,5,3,155.0,0.698000447,2,0
Babakan Ciparay,2022,4,0.149178272,-0.192526817,689.1033356,1.914559739,19439,336.2,5,1,162.3065835,1.902719225,1,0
Sukasari,2022,4,0.266543739,-0.27033101,881.3943057,4.900048569,12419,336.2,5,3,155.0,0.198286868,0,0
Cicendo,2022,4,0.227066607,-0.253452372,738.8740769,2.863867129,14091,336.2,5,2,158.3185753,1.865312507,1,0
Sukajadi,2022,4,0.219509332,-0.264079913,775.7825143,4.032984661,24093,336.2,5,3,155.0,1.385216523,1,0
Bojongloa Kaler,2022,4,0.097517509,-0.164189129,700.0348398,1.990692884,41281,336.2,5,1,162.9882745,1.88170844,1,0
Andir,2022,4,0.138097903,-0.182747606,726.0421423,2.325952286,26705,336.2,5,1,161.6402883,1.861181498,1,0
Cidadap,2022,4,0.474403004,-0.442256691,891.4066614,10.61846979,8988,336.2,5,3,155.0,0.61148618,3,1
Bandung Wetan,2022,4,0.256230701,-0.283221817,724.5543936,3.765866518,8537,336.2,5,3,156.1146189,1.514404466,2,0
Astana Anyar,2022,4,0.100192028,-0.155935911,695.6802372,2.135307616,25399,336.2,5,1,163.0,3.165426102,1,0
Lengkong,2022,4,0.161626796,-0.214183683,689.3803818,2.119958366,12064,336.2,5,1,161.9383042,2.281639281,1,0
Cibeunying Kidul,2022,4,0.170133,-0.224351604,706.0380102,3.178331003,21735,336.2,5,2,159.1688711,2.546847523,1,0
Regol,2022,4,0.157529758,-0.201802404,688.9671317,2.237785641,18843,336.2,5,1,163.0,2.25671352,1,0
Batununggal,2022,4,0.164827002,-0.209956633,685.9084183,2.227793946,24230,336.2,5,1,162.8969978,3.150846688,1,0
Bojongloa Kidul,2022,4,0.149717027,-0.191332327,681.6153792,2.036778943,14150,336.2,5,1,162.1282841,2.49477235,1,0
Cibeunying Kaler,2022,4,0.298871761,-0.320084158,751.8594681,5.307763192,15817,336.2,5,3,155.0107456,1.144879944,2,0
Bandung Kulon,2022,4,0.163523272,-0.211099208,697.3418989,1.934010508,21235,336.2,5,1,163.0,2.249385761,1,0
Kiaracondong,2022,4,0.203415822,-0.242330685,683.5589248,2.092904293,21517,336.2,5,1,162.7993846,2.785807711,1,0
Sumur Bandung,2022,4,0.198952309,-0.235064356,708.1226705,3.45149773,11451,336.2,5,2,158.9264258,1.736807225,1,0
Antapani,2022,4,0.158803371,-0.209476755,681.8471192,1.499127962,21396,336.2,5,1,162.7975068,3.310198187,1,0
Bandung Kidul,2022,4,0.218770315,-0.237141681,673.9305069,1.990096966,10199,336.2,5,1,163.0,2.842583167,1,0
Arcamanik,2022,4,0.261109109,-0.278002645,679.9746058,1.818508368,13814,336.2,5,1,162.8890335,2.812108317,1,0
Cibiru,2022,4,0.385625246,-0.373785223,785.35146,7.465623757,12145,336.2,5,3,155.0,0.342744574,2,1
Buahbatu,2022,4,0.20332523,-0.240037323,672.589028,1.602151276,13282,336.2,5,1,163.0,2.972142212,1,0
Rancasari,2022,4,0.232994772,-0.258825436,668.239889,1.309723213,11910,336.2,5,1,163.0,3.152664359,1,0
Rancabali,2022,4,0.48405737,-0.414798733,1547.445406,16.43354319,346,336.2,6,3,121.2520915,-0.296879501,3,1
Kutawaringin,2022,4,0.668968078,-0.61378703,820.8765728,15.10492506,2194,336.2,5,3,155.8253243,0.23853883,3,1
Cangkuang,2022,4,0.615570854,-0.571598454,804.5197597,10.22103605,3303,336.2,5,3,159.3623188,0.79796976,3,1
Cimenyan,2022,4,0.469841668,-0.422459724,1058.769664,16.23277584,2178,336.2,5,3,155.1276662,-0.255179572,3,1
Cilengkrang,2022,4,0.321041953,-0.279944248,1267.992707,18.34791468,1894,336.2,5,3,155.660599,-0.664309804,0,1
Cileunyi,2022,4,0.399739155,-0.386813482,776.1531196,6.515332993,5988,336.2,5,2,159.3735294,1.625476147,2,0
Bojongsoang,2022,4,0.299566285,-0.260275607,662.4780609,1.035662016,4086,336.2,5,2,162.631412,3.790968509,1,0
Margahayu,2022,4,0.298695393,-0.311678277,665.8208893,2.194574958,11539,336.2,5,2,159.3303352,3.157977982,1,0
Cimaung,2022,4,0.47604521,-0.427388886,1221.676512,16.68690433,1589,336.2,5,3,162.0,-0.36656558,3,1
Pangalengan,2022,4,0.405041675,-0.342835112,1543.804092,15.21209008,797,336.2,6,3,126.6266303,-0.131864104,0,1
Arjasari,2022,4,0.519277519,-0.473066895,979.3344179,13.42380568,1648,336.2,5,3,159.0151506,0.137084124,3,1
Margaasih,2022,4,0.340275523,-0.34539294,681.4573232,3.861005696,8175,336.2,5,2,162.9259882,2.112364882,2,0
Banjaran,2022,4,0.436206985,-0.409262731,948.4412612,11.16871853,3122,336.2,5,3,160.4325031,0.505964598,0,1
Pameungpeuk,2022,4,0.468988039,-0.449524281,673.561656,3.690267493,5885,336.2,5,3,155.0,2.68350985,2,0
Katapang,2022,4,0.362198573,-0.372711935,665.717404,1.871496486,8440,336.2,5,3,155.0076653,2.961533707,2,0
Dayeuhkolot,2022,4,0.203792602,-0.22268454,665.4068291,2.29183804,9719,336.2,5,1,163.0,2.857472714,1,0
Rancaekek,2022,4,0.400827603,-0.405175264,666.9046874,0.897680321,4141,336.2,5,2,158.475683,3.465676392,2,0
Ciparay,2022,4,0.391141199,-0.377817111,808.3387506,7.179002185,3784,336.2,5,3,158.7873709,1.44275617,2,1
Nagreg,2022,4,0.416376053,-0.354215093,948.1701832,14.57481224,1204,336.2,5,3,161.989519,-0.334078354,0,1
Cikancung,2022,4,0.346589831,-0.31166677,859.7409318,9.938946553,2447,336.2,5,3,161.7498766,0.605460607,0,1
Cicalengka,2022,4,0.275236041,-0.228701751,910.5325365,11.93582785,3430,336.2,5,3,161.6721118,0.322039045,0,1
Ciwidey,2022,4,0.572993801,-0.519169757,1311.158545,15.55016913,1812,336.2,5,3,162.0,-0.088959935,3,1
Soreang,2022,4,0.59234413,-0.565003333,825.8017692,10.10348001,4622,336.2,5,3,157.4370907,0.40002523,3,1
Pasirjambu,2022,4,0.446149435,-0.385745629,1541.774459,18.43841422,385,336.2,6,3,138.3243264,-0.537663711,0,1
Kertasari,2022,4,0.164831756,-0.128897953,1749.638028,14.28415806,472,336.2,7,3,170.4975302,-0.142942229,0,1
Baleendah,2022,4,0.400844259,-0.392009023,711.1165148,7.590577608,6447,336.2,5,2,156.0325488,1.811834172,2,0
Pacet,2022,4,0.306883188,-0.262127592,1309.575852,17.96872487,1267,336.2,7,3,168.1317172,-0.442023681,0,1
Paseh,2022,4,0.345619719,-0.313529965,962.1928731,12.00924684,2702,336.2,5,3,162.1861795,0.330842705,0,1
Ibun,2022,4,0.320880474,-0.278778993,1180.999011,14.76833386,1615,336.2,6,3,166.5429231,-0.041591152,0,1
Majalaya,2022,4,0.323901879,-0.324949883,698.3982512,2.917364224,6365,336.2,5,3,159.8874215,1.975385542,2,0
Solokanjeruk,2022,4,0.328229482,-0.344681594,665.3706659,1.055151236,3652,336.2,5,3,156.8463639,3.315098818,2,0
Padalarang,2022,4,0.351209567,-0.302146409,697.1146079,10.22163823,3592,336.2,7,2,152.4804935,0.747319707,0,1
Batujajar,2022,4,0.34799212,-0.319752951,667.007808,5.239674837,3587,336.2,5,2,163.0,1.849645437,2,0
Ngamprah,2022,4,0.358088299,-0.319034762,800.7892414,9.812084586,5085,336.2,5,3,154.4905468,0.371906466,0,1
Cipatat,2022,4,0.496635386,-0.43187455,483.9717026,14.12830049,1141,336.2,10,3,137.201717,-0.050166744,3,1
Lembang,2022,4,0.265897433,-0.218261211,1335.618089,15.78934938,2049,336.2,8,3,170.3204533,-0.186004527,0,1
Cikalongwetan,2022,4,0.464045754,-0.403250675,666.8928851,13.71797856,1184,336.2,10,3,137.1851538,0.044290387,3,1
Cipeundeuy,2022,4,0.546763007,-0.465972754,300.6631486,9.321471886,882,336.2,9,3,139.6739791,1.438921013,3,1
Parongpong,2022,4,0.269232787,-0.23157709,1356.264006,12.97401048,2562,336.2,8,3,169.523386,0.093746221,0,1
Cisarua,2022,4,0.324305683,-0.271133968,1159.854908,16.12948233,1459,336.2,8,3,158.7680324,-0.391662008,0,1
Cililin,2022,4,0.571547125,-0.491318056,818.2831475,14.58869904,1259,336.2,7,3,151.5068756,0.630228578,3,1
Cipongkor,2022,4,0.560653395,-0.490699498,760.8617968,14.28102385,1287,336.2,9,3,139.7221784,0.259083466,3,1
Cihampelas,2022,4,0.443384834,-0.401021463,694.6112176,7.667304875,2942,336.2,5,2,161.1981874,1.498792676,2,0
Gununghalu,2022,4,0.559239097,-0.488799006,1182.734537,17.40246453,520,336.2,9,3,142.9971801,-0.260074635,3,1
Saguling,2022,4,0.428595009,-0.372015083,699.4828369,11.37622152,678,336.2,7,2,154.7144001,0.576712609,0,1
Rongga,2022,4,0.509819054,-0.44650273,881.801568,18.34244518,552,336.2,10,3,137.0,-0.220945714,3,1
Sindangkerta,2022,4,0.672634303,-0.601128129,1068.361648,16.65485706,710,336.2,7,3,152.6212376,-0.250586197,3,1
Cimahi Tengah,2022,4,0.224738905,-0.247200265,743.7058764,3.11047744,14848,311.0,5,1,163.0,1.778115737,1,0
Cimahi Utara,2022,4,0.305531441,-0.311818342,826.1275708,6.073988778,11882,311.0,5,3,156.1034483,0.85551765,2,0
Cimahi Selatan,2022,4,0.251806102,-0.26763545,722.0581007,4.998951156,13608,311.0,5,2,163.0,1.511110965,1,0
Panyileukan,2022,5,0.13054687,-0.102182571,676.2061013,1.999909341,8043,146.9,5,1,163.0,2.451522709,1,0
Cinambo,2022,5,0.104444185,-0.073158957,676.3132038,2.013278454,7019,146.9,5,1,163.0,2.596060012,1,0
Ujungberung,2022,5,0.179245127,-0.153763719,744.0672204,6.691497491,14294,146.9,5,3,155.0,1.26793346,2,0
Gedebage,2022,5,0.108486916,-0.072508951,665.1202848,1.068353522,4441,146.9,5,2,163.0,3.507374544,1,0
Mandalajati,2022,5,0.213450667,-0.181073806,730.6353977,7.245588901,11188,146.9,5,1,162.5573123,0.801084806,1,0
Coblong,2022,5,0.032859147,0.002728643,784.0885513,6.116696021,15786,146.9,5,3,155.0,0.698000447,1,0
Babakan Ciparay,2022,5,0.000984085,0.023622334,689.1033356,1.914559739,19439,146.9,5,1,162.3065835,1.902719225,1,0
Sukasari,2022,5,0.039190831,-0.006458569,881.3943057,4.900048569,12419,146.9,5,3,155.0,0.198286868,0,0
Cicendo,2022,5,0.026860514,0.000968524,738.8740769,2.863867129,14091,146.9,5,2,158.3185753,1.865312507,1,0
Sukajadi,2022,5,0.018732895,0.012007403,775.7825143,4.032984661,24093,146.9,5,3,155.0,1.385216523,1,0
Bojongloa Kaler,2022,5,-0.004833072,0.029553601,700.0348398,1.990692884,41281,146.9,5,1,162.9882745,1.88170844,1,0
Andir,2022,5,0.017822235,0.00747835,726.0421423,2.325952286,26705,146.9,5,1,161.6402883,1.861181498,1,0
Cidadap,2022,5,0.04733518,-0.007422491,891.4066614,10.61846979,8988,146.9,5,3,155.0,0.61148618,0,0
Bandung Wetan,2022,5,0.000266012,0.033775987,724.5543936,3.765866518,8537,146.9,5,3,156.1146189,1.514404466,1,0
Astana Anyar,2022,5,-0.012369725,0.036161403,695.6802372,2.135307616,25399,146.9,5,1,163.0,3.165426102,1,0
Lengkong,2022,5,0.019894478,0.003088826,689.3803818,2.119958366,12064,146.9,5,1,161.9383042,2.281639281,1,0
Cibeunying Kidul,2022,5,0.024559647,0.001637359,706.0380102,3.178331003,21735,146.9,5,2,159.1688711,2.546847523,1,0
Regol,2022,5,0.010019894,0.014209278,688.9671317,2.237785641,18843,146.9,5,1,163.0,2.25671352,1,0
Batununggal,2022,5,0.038344028,-0.017534054,685.9084183,2.227793946,24230,146.9,5,1,162.8969978,3.150846688,1,0
Bojongloa Kidul,2022,5,0.021468215,0.000315473,681.6153792,2.036778943,14150,146.9,5,1,162.1282841,2.49477235,1,0
Cibeunying Kaler,2022,5,0.017738371,0.017587252,751.8594681,5.307763192,15817,146.9,5,3,155.0107456,1.144879944,1,0
Bandung Kulon,2022,5,0.04007679,-0.023133866,697.3418989,1.934010508,21235,146.9,5,1,163.0,2.249385761,1,0
Kiaracondong,2022,5,0.071759868,-0.057765067,683.5589248,2.092904293,21517,146.9,5,1,162.7993846,2.785807711,1,0
Sumur Bandung,2022,5,-0.002055456,0.031131394,708.1226705,3.45149773,11451,146.9,5,2,158.9264258,1.736807225,1,0
Antapani,2022,5,0.088243717,-0.093097742,681.8471192,1.499127962,21396,146.9,5,1,162.7975068,3.310198187,1,0
Bandung Kidul,2022,5,0.099090421,-0.073600484,673.9305069,1.990096966,10199,146.9,5,1,163.0,2.842583167,1,0
Arcamanik,2022,5,0.139486823,-0.120469653,679.9746058,1.818508368,13814,146.9,5,1,162.8890335,2.812108317,1,0
Cibiru,2022,5,0.217080676,-0.177728715,785.35146,7.465623757,12145,146.9,5,3,155.0,0.342744574,2,0
Buahbatu,2022,5,0.020903202,0.006571505,672.589028,1.602151276,13282,146.9,5,1,163.0,2.972142212,1,0
Rancasari,2022,5,0.030116606,-0.006774889,668.239889,1.309723213,11910,146.9,5,1,163.0,3.152664359,1,0
Rancabali,2022,5,0.272801467,-0.221905213,1547.445406,16.43354319,346,146.9,6,3,121.2520915,-0.296879501,0,1
Kutawaringin,2022,5,0.258702358,-0.207735125,820.8765728,15.10492506,2194,146.9,5,3,155.8253243,0.23853883,0,1
Cangkuang,2022,5,0.171037669,-0.126114244,804.5197597,10.22103605,3303,146.9,5,3,159.3623188,0.79796976,0,1
Cimenyan,2022,5,0.075319535,-0.040567394,1058.769664,16.23277584,2178,146.9,5,3,155.1276662,-0.255179572,0,1
Cilengkrang,2022,5,0.104458171,-0.067128253,1267.992707,18.34791468,1894,146.9,5,3,155.660599,-0.664309804,0,1
Cileunyi,2022,5,0.077340443,-0.037547278,776.1531196,6.515332993,5988,146.9,5,2,159.3735294,1.625476147,1,0
Bojongsoang,2022,5,0.083283289,-0.042483716,662.4780609,1.035662016,4086,146.9,5,2,162.631412,3.790968509,1,0
Margahayu,2022,5,0.062564191,-0.028539151,665.8208893,2.194574958,11539,146.9,5,2,159.3303352,3.157977982,1,0
Cimaung,2022,5,0.108048824,-0.067035159,1221.676512,16.68690433,1589,146.9,5,3,162.0,-0.36656558,0,1
Pangalengan,2022,5,0.182982182,-0.138492603,1543.804092,15.21209008,797,146.9,6,3,126.6266303,-0.131864104,0,1
Arjasari,2022,5,0.274583233,-0.22429882,979.3344179,13.42380568,1648,146.9,5,3,159.0151506,0.137084124,0,1
Margaasih,2022,5,0.138414561,-0.107900894,681.4573232,3.861005696,8175,146.9,5,2,162.9259882,2.112364882,1,0
Banjaran,2022,5,0.098893128,-0.060693777,948.4412612,11.16871853,3122,146.9,5,3,160.4325031,0.505964598,0,1
Pameungpeuk,2022,5,0.127251693,-0.087856855,673.561656,3.690267493,5885,146.9,5,3,155.0,2.68350985,1,0
Katapang,2022,5,0.095385582,-0.060822114,665.717404,1.871496486,8440,146.9,5,3,155.0076653,2.961533707,1,0
Dayeuhkolot,2022,5,0.086346365,-0.062265435,665.4068291,2.29183804,9719,146.9,5,1,163.0,2.857472714,1,0
Rancaekek,2022,5,0.112893312,-0.080739054,666.9046874,0.897680321,4141,146.9,5,2,158.475683,3.465676392,1,0
Ciparay,2022,5,0.21003315,-0.17573535,808.3387506,7.179002185,3784,146.9,5,3,158.7873709,1.44275617,2,0
Nagreg,2022,5,0.153352861,-0.104869272,948.1701832,14.57481224,1204,146.9,5,3,161.989519,-0.334078354,0,1
Cikancung,2022,5,0.20322619,-0.16116873,859.7409318,9.938946553,2447,146.9,5,3,161.7498766,0.605460607,0,1
Cicalengka,2022,5,0.14689711,-0.099391432,910.5325365,11.93582785,3430,146.9,5,3,161.6721118,0.322039045,0,1
Ciwidey,2022,5,0.309392415,-0.266369926,1311.158545,15.55016913,1812,146.9,5,3,162.0,-0.088959935,0,1
Soreang,2022,5,0.207825878,-0.163554833,825.8017692,10.10348001,4622,146.9,5,3,157.4370907,0.40002523,0,1
Pasirjambu,2022,5,0.209753918,-0.165940249,1541.774459,18.43841422,385,146.9,6,3,138.3243264,-0.537663711,0,1
Kertasari,2022,5,0.175796611,-0.134869537,1749.638028,14.28415806,472,146.9,7,3,170.4975302,-0.142942229,0,1
Baleendah,2022,5,0.229861186,-0.19734036,711.1165148,7.590577608,6447,146.9,5,2,156.0325488,1.811834172,2,0
Pacet,2022,5,0.167815603,-0.129901736,1309.575852,17.96872487,1267,146.9,7,3,168.1317172,-0.442023681,0,1
Paseh,2022,5,0.185219487,-0.142918644,962.1928731,12.00924684,2702,146.9,5,3,162.1861795,0.330842705,0,1
Ibun,2022,5,0.149055501,-0.112424736,1180.999011,14.76833386,1615,146.9,6,3,166.5429231,-0.041591152,0,1
Majalaya,2022,5,0.154913054,-0.129057782,698.3982512,2.917364224,6365,146.9,5,3,159.8874215,1.975385542,2,0
Solokanjeruk,2022,5,0.152616247,-0.144090076,665.3706659,1.055151236,3652,146.9,5,3,156.8463639,3.315098818,1,0
Padalarang,2022,5,0.187530442,-0.134383965,697.1146079,10.22163823,3592,146.9,7,2,152.4804935,0.747319707,0,1
Batujajar,2022,5,0.203888331,-0.153962352,667.007808,5.239674837,3587,146.9,5,2,163.0,1.849645437,2,0
Ngamprah,2022,5,0.16118025,-0.116308666,800.7892414,9.812084586,5085,146.9,5,3,154.4905468,0.371906466,0,1
Cipatat,2022,5,0.292852001,-0.223291057,483.9717026,14.12830049,1141,146.9,10,3,137.201717,-0.050166744,0,1
Lembang,2022,5,0.038237954,0.000646486,1335.618089,15.78934938,2049,146.9,8,3,170.3204533,-0.186004527,0,1
Cikalongwetan,2022,5,0.176100728,-0.117793741,666.8928851,13.71797856,1184,146.9,10,3,137.1851538,0.044290387,0,1
Cipeundeuy,2022,5,0.41296026,-0.312136272,300.6631486,9.321471886,882,146.9,9,3,139.6739791,1.438921013,3,1
Parongpong,2022,5,0.042777431,-0.004762318,1356.264006,12.97401048,2562,146.9,8,3,169.523386,0.093746221,0,1
Cisarua,2022,5,0.065982517,-0.022079499,1159.854908,16.12948233,1459,146.9,8,3,158.7680324,-0.391662008,0,1
Cililin,2022,5,0.352785002,-0.286814339,818.2831475,14.58869904,1259,146.9,7,3,151.5068756,0.630228578,3,1
Cipongkor,2022,5,0.452478562,-0.377541274,760.8617968,14.28102385,1287,146.9,9,3,139.7221784,0.259083466,3,1
Cihampelas,2022,5,0.250684459,-0.189769176,694.6112176,7.667304875,2942,146.9,5,2,161.1981874,1.498792676,2,0
Gununghalu,2022,5,0.363843885,-0.301542617,1182.734537,17.40246453,520,146.9,9,3,142.9971801,-0.260074635,3,1
Saguling,2022,5,0.237783329,-0.172666008,699.4828369,11.37622152,678,146.9,7,2,154.7144001,0.576712609,0,1
Rongga,2022,5,0.449253261,-0.382215054,881.801568,18.34244518,552,146.9,10,3,137.0,-0.220945714,3,1
Sindangkerta,2022,5,0.442839757,-0.378674701,1068.361648,16.65485706,710,146.9,7,3,152.6212376,-0.250586197,3,1
Cimahi Tengah,2022,5,0.052484709,-0.02711804,743.7058764,3.11047744,14848,155.0,5,1,163.0,1.778115737,1,0
Cimahi Utara,2022,5,0.08241963,-0.052683305,826.1275708,6.073988778,11882,155.0,5,3,156.1034483,0.85551765,1,0
Cimahi Selatan,2022,5,0.093575246,-0.0698859,722.0581007,4.998951156,13608,155.0,5,2,163.0,1.511110965,1,0
Panyileukan,2022,6,0.281514537,-0.286115136,676.2061013,1.999909341,8043,150.6,5,1,163.0,2.451522709,2,0
Cinambo,2022,6,0.280758853,-0.282356034,676.3132038,2.013278454,7019,150.6,5,1,163.0,2.596060012,2,0
Ujungberung,2022,6,0.352712197,-0.362867818,744.0672204,6.691497491,14294,150.6,5,3,155.0,1.26793346,2,0
Gedebage,2022,6,0.357621091,-0.357946483,665.1202848,1.068353522,4441,150.6,5,2,163.0,3.507374544,2,0
Mandalajati,2022,6,0.364622563,-0.365938679,730.6353977,7.245588901,11188,150.6,5,1,162.5573123,0.801084806,2,0
Coblong,2022,6,0.257023365,-0.27934634,784.0885513,6.116696021,15786,150.6,5,3,155.0,0.698000447,2,0
Babakan Ciparay,2022,6,0.118309048,-0.1427812,689.1033356,1.914559739,19439,150.6,5,1,162.3065835,1.902719225,1,0
Sukasari,2022,6,0.252929021,-0.259689023,881.3943057,4.900048569,12419,150.6,5,3,155.0,0.198286868,2,0
Cicendo,2022,6,0.215198466,-0.24332268,738.8740769,2.863867129,14091,150.6,5,2,158.3185753,1.865312507,2,0
Sukajadi,2022,6,0.187960259,-0.223214202,775.7825143,4.032984661,24093,150.6,5,3,155.0,1.385216523,2,0
Bojongloa Kaler,2022,6,0.047224858,-0.090388568,700.0348398,1.990692884,41281,150.6,5,1,162.9882745,1.88170844,1,0
Andir,2022,6,0.11465405,-0.157171753,726.0421423,2.325952286,26705,150.6,5,1,161.6402883,1.861181498,1,0
Cidadap,2022,6,0.449294496,-0.425627536,891.4066614,10.61846979,8988,150.6,5,3,155.0,0.61148618,3,1
Bandung Wetan,2022,6,0.23766082,-0.268229552,724.5543936,3.765866518,8537,150.6,5,3,156.1146189,1.514404466,2,0
Astana Anyar,2022,6,0.062696937,-0.107481643,695.6802372,2.135307616,25399,150.6,5,1,163.0,3.165426102,1,0
Lengkong,2022,6,0.176422558,-0.227885591,689.3803818,2.119958366,12064,150.6,5,1,161.9383042,2.281639281,1,0
Cibeunying Kidul,2022,6,0.19397143,-0.254439719,706.0380102,3.178331003,21735,150.6,5,2,159.1688711,2.546847523,1,0
Regol,2022,6,0.138646426,-0.179577519,688.9671317,2.237785641,18843,150.6,5,1,163.0,2.25671352,1,0
Batununggal,2022,6,0.20670615,-0.2556503,685.9084183,2.227793946,24230,150.6,5,1,162.8969978,3.150846688,1,0
